id,page_type,year_established,country
20581,politician,2009,Tuvalu
20582,tvshow,2003,East Timor
20583,politician,2021,United Arab Emirates
20584,tvshow,2006,Norway
20585,government,2018,Nauru
20586,government,2020,Brazil
20587,politician,2023,Nigeria
20588,tvshow,2019,Brunei
20589,politician,2019,Malta
20590,politician,2003,Mozambique
20591,company,2005,Samoa
20592,government,2017,Nigeria
20593,company,2014,Czech Republic
20594,politician,2002,Lesotho
20595,company,2006,Turkmenistan
20596,tvshow,2009,Kyrgyzstan
20597,politician,2014,San Marino
20598,government,2019,Italy
20599,politician,2023,Tonga
20600,politician,2011,Ghana
20601,government,2014,Austria
20602,tvshow,2023,Palau
20603,politician,2006,Dominican Republic
20604,government,2007,China
20605,company,2004,Kosovo
20606,government,2002,Malta
20607,company,2003,Korea South
20608,company,2023,Yemen
20609,tvshow,2002,Panama
20610,company,2011,Gabon
20611,company,2007,Korea North
20612,company,2020,Israel
20613,government,2018,Malta
20614,politician,2016,Croatia
20615,government,2006,Niger
20616,tvshow,2018,Angola
20617,politician,2013,Croatia
20618,politician,2013,El Salvador
20619,company,2002,Guatemala
20620,government,2003,Romania
20621,government,2005,Nauru
20622,company,2019,Poland
20623,company,2012,Lebanon
20624,politician,2016,Moldova
20625,government,2008,Malaysia
20626,company,2010,Chad
20627,company,2022,Vietnam
20628,tvshow,2019,Guinea
20629,politician,2010,Egypt
20630,tvshow,2019,Marshall Islands
20631,tvshow,2012,Hungary
20632,government,2010,Colombia
20633,company,2013,Congo
20634,politician,2021,Fiji
20635,politician,2022,Tajikistan
20636,politician,2020,Myanmar
20637,politician,2016,Netherlands
20638,company,2021,Comoros
20639,company,2009,Georgia
20640,company,2010,Trinidad & Tobago
20641,tvshow,2016,United Arab Emirates
20642,tvshow,2023,Italy
20643,company,2011,Vanuatu
20644,government,2008,Barbados
20645,government,2003,Jamaica
20646,government,2019,Mauritania
20647,government,2021,Micronesia
20648,company,2012,Vanuatu
20649,tvshow,2009,Dominica
20650,government,2003,Canada
20651,government,2002,Namibia
20652,politician,2012,Slovakia
20653,government,2004,Cameroon
20654,company,2006,Central African Rep
20655,government,2011,South Africa
20656,politician,2022,Romania
20657,company,2006,Eritrea
20658,government,2016,Papua New Guinea
20659,company,2020,Mali
20660,government,2011,Tonga
20661,company,2017,Liechtenstein
20662,politician,2004,Cameroon
20663,tvshow,2011,Uruguay
20664,politician,2009,Turkey
20665,politician,2002,South Sudan
20666,government,2019,Brunei
20667,company,2010,Barbados
20668,company,2016,Lebanon
20669,company,2003,Mozambique
20670,politician,2003,Lebanon
20671,tvshow,2017,Nicaragua
20672,government,2015,Grenada
20673,government,2022,Montenegro
20674,tvshow,2005,Montenegro
20675,politician,2008,Ethiopia
20676,politician,2007,Cuba
20677,politician,2023,Macedonia
20678,company,2003,Swaziland
20679,politician,2015,Burundi
20680,company,2008,Sudan
20681,company,2005,Cuba
20682,government,2004,Nicaragua
20683,company,2009,Malta
20684,tvshow,2005,Guyana
20685,company,2005,Bolivia
20686,politician,2014,Qatar
20687,company,2003,Macedonia
20688,government,2018,Japan
20689,company,2010,Saint Vincent & the Grenadines
20690,tvshow,2009,Central African Rep
20691,politician,2014,Finland
20692,government,2013,East Timor
20693,company,2021,El Salvador
20694,company,2015,United States
20695,government,2007,Tunisia
20696,government,2021,Czech Republic
20697,politician,2019,Peru
20698,company,2002,Austria
20699,government,2005,Venezuela
20700,government,2019,Botswana
20701,tvshow,2016,Somalia
20702,tvshow,2007,Nepal
20703,government,2016,Korea North
20704,tvshow,2010,Burkina
20705,government,2012,Lithuania
20706,politician,2019,Malaysia
20707,government,2015,Poland
20708,politician,2009,Liechtenstein
20709,company,2019,Azerbaijan
20710,politician,2011,Paraguay
20711,politician,2023,Mozambique
20712,politician,2014,Equatorial Guinea
20713,government,2009,Indonesia
20714,politician,2018,Croatia
20715,company,2002,Solomon Islands
20716,politician,2004,Angola
20717,politician,2022,Haiti
20718,company,2002,Senegal
20719,company,2014,Sweden
20720,company,2002,Saint Vincent & the Grenadines
20721,company,2002,Cyprus
20722,government,2003,Hungary
20723,politician,2017,Argentina
20724,government,2006,Senegal
20725,company,2010,Ethiopia
20726,government,2019,Paraguay
20727,tvshow,2021,Cambodia
20728,company,2012,Azerbaijan
20729,politician,2005,Fiji
20730,politician,2009,Tajikistan
20731,government,2006,Paraguay
20732,politician,2020,Sierra Leone
20733,tvshow,2004,Bahamas
20734,government,2003,Venezuela
20735,politician,2008,Armenia
20736,tvshow,2012,Lesotho
20737,company,2010,Albania
20738,politician,2013,Tonga
20739,government,2007,Tanzania
20740,politician,2020,Morocco
20741,tvshow,2007,Bulgaria
20742,politician,2006,Barbados
20743,government,2015,Cuba
20744,government,2008,Cuba
20745,politician,2011,Bolivia
20746,tvshow,2021,Korea South
20747,company,2021,Albania
20748,company,2020,Tanzania
20749,company,2016,United Arab Emirates
20750,company,2002,Brazil
20751,company,2005,Dominica
20752,politician,2003,Congo 
20753,government,2013,Sri Lanka
20754,government,2013,Sweden
20755,company,2011,Senegal
20756,government,2022,Uzbekistan
20757,company,2020,Colombia
20758,government,2021,Philippines
20759,politician,2009,Taiwan
20760,government,2007,Somalia
20761,tvshow,2023,Equatorial Guinea
20762,government,2020,Kuwait
20763,company,2011,Montenegro
20764,government,2010,Solomon Islands
20765,government,2006,Albania
20766,tvshow,2007,Barbados
20767,politician,2006,Kyrgyzstan
20768,government,2005,Cape Verde
20769,government,2003,United States
20770,government,2012,Solomon Islands
20771,company,2015,Luxembourg
20772,politician,2020,Suriname
20773,government,2022,Togo
20774,politician,2022,Sierra Leone
20775,politician,2022,Tuvalu
20776,government,2003,Guyana
20777,company,2009,Swaziland
20778,tvshow,2012,Benin
20779,government,2013,Bangladesh
20780,government,2006,Belgium
20781,government,2014,Mongolia
20782,company,2016,Norway
20783,company,2003,El Salvador
20784,company,2013,Kyrgyzstan
20785,politician,2022,Paraguay
20786,tvshow,2021,Bangladesh
20787,company,2017,Slovenia
20788,company,2021,Croatia
20789,politician,2014,Armenia
20790,tvshow,2005,Gabon
20791,government,2015,Somalia
20792,politician,2013,Ethiopia
20793,politician,2023,Chile
20794,company,2014,Samoa
20795,company,2019,Russian Federation
20796,company,2021,Uruguay
20797,politician,2021,Canada
20798,politician,2002,Guinea-Bissau
20799,tvshow,2007,Ecuador
20800,company,2019,Myanmar
20801,government,2014,Swaziland
20802,tvshow,2011,China
20803,tvshow,2004,Guinea
20804,company,2019,Spain
20805,company,2016,United Arab Emirates
20806,company,2017,Chile
20807,politician,2019,Uzbekistan
20808,company,2022,Liechtenstein
20809,government,2008,Nepal
20810,company,2020,Kosovo
20811,politician,2018,Iraq
20812,company,2003,Congo 
20813,government,2013,Mauritius
20814,company,2006,Uruguay
20815,government,2004,Libya
20816,government,2009,Haiti
20817,tvshow,2021,Belize
20818,government,2022,Senegal
20819,company,2011,Cyprus
20820,politician,2008,Armenia
20821,government,2016,Vietnam
20822,government,2005,Colombia
20823,government,2017,Guatemala
20824,politician,2021,Gambia
20825,tvshow,2023,Vanuatu
20826,politician,2021,Croatia
20827,government,2005,Dominican Republic
20828,politician,2022,Portugal
20829,company,2009,Honduras
20830,company,2012,Kuwait
20831,company,2003,United Kingdom
20832,tvshow,2016,East Timor
20833,company,2011,Malaysia
20834,government,2012,Seychelles
20835,company,2009,Senegal
20836,politician,2017,Guyana
20837,politician,2011,Burkina
20838,government,2018,Swaziland
20839,company,2014,Argentina
20840,company,2021,Comoros
20841,politician,2002,Syria
20842,politician,2019,Hungary
20843,company,2002,Dominican Republic
20844,government,2020,Somalia
20845,tvshow,2023,Ukraine
20846,tvshow,2007,Kiribati
20847,government,2003,Botswana
20848,politician,2012,China
20849,company,2022,Chad
20850,politician,2018,Lebanon
20851,politician,2007,South Africa
20852,company,2022,Denmark
20853,politician,2003,United Kingdom
20854,tvshow,2010,Indonesia
20855,tvshow,2005,South Sudan
20856,government,2022,Latvia
20857,politician,2012,Vatican City
20858,company,2021,Montenegro
20859,politician,2015,Yemen
20860,tvshow,2018,China
20861,government,2019,Czech Republic
20862,politician,2006,Panama
20863,company,2017,Eritrea
20864,government,2011,Morocco
20865,company,2010,New Zealand
20866,politician,2015,Azerbaijan
20867,company,2021,Tajikistan
20868,company,2013,Tanzania
20869,company,2003,Switzerland
20870,company,2022,Gambia
20871,company,2012,Kyrgyzstan
20872,government,2005,Bahamas
20873,company,2003,Lithuania
20874,government,2020,Nicaragua
20875,tvshow,2020,Ukraine
20876,politician,2009,Lebanon
20877,politician,2015,Equatorial Guinea
20878,government,2017,Eritrea
20879,government,2015,Slovakia
20880,government,2013,Jordan
20881,company,2002,Kenya
20882,tvshow,2003,Haiti
20883,politician,2004,Mali
20884,company,2016,Saint Vincent & the Grenadines
20885,politician,2014,Mauritania
20886,company,2017,Seychelles
20887,tvshow,2009,Jamaica
20888,politician,2003,Angola
20889,tvshow,2002,Fiji
20890,politician,2006,Saudi Arabia
20891,company,2022,Montenegro
20892,government,2018,Nauru
20893,company,2011,China
20894,tvshow,2016,Zambia
20895,company,2022,United Kingdom
20896,company,2008,Finland
20897,tvshow,2021,Sweden
20898,politician,2015,Morocco
20899,tvshow,2005,Ukraine
20900,tvshow,2005,Montenegro
20901,company,2020,Burkina
20902,government,2005,Thailand
20903,government,2011,Bangladesh
20904,company,2023,Colombia
20905,government,2002,Iraq
20906,tvshow,2008,St Lucia
20907,politician,2008,St Kitts & Nevis
20908,tvshow,2005,Canada
20909,government,2022,Burundi
20910,politician,2003,Norway
20911,government,2019,Saint Vincent & the Grenadines
20912,company,2017,Haiti
20913,government,2013,Congo 
20914,politician,2007,Dominica
20915,tvshow,2004,Cambodia
20916,company,2020,Singapore
20917,company,2022,Kenya
20918,tvshow,2012,Malaysia
20919,government,2006,Nauru
20920,tvshow,2020,Paraguay
20921,politician,2005,Ethiopia
20922,government,2011,Burkina
20923,tvshow,2010,Rwanda
20924,government,2013,Cambodia
20925,politician,2020,Azerbaijan
20926,government,2014,Jordan
20927,government,2018,United States
20928,government,2007,Cyprus
20929,company,2015,Vanuatu
20930,government,2020,Cuba
20931,government,2003,Mauritius
20932,government,2021,Grenada
20933,tvshow,2023,Barbados
20934,tvshow,2021,Guatemala
20935,politician,2004,Sweden
20936,company,2002,Turkmenistan
20937,government,2009,Lebanon
20938,government,2005,Ethiopia
20939,company,2023,Norway
20940,government,2015,Ukraine
20941,politician,2020,Congo
20942,politician,2008,Ethiopia
20943,politician,2021,Armenia
20944,politician,2008,Netherlands
20945,company,2023,Guyana
20946,government,2022,Guinea-Bissau
20947,company,2005,Niger
20948,politician,2021,Saudi Arabia
20949,tvshow,2015,United Kingdom
20950,politician,2002,Kyrgyzstan
20951,government,2007,Korea North
20952,politician,2014,Nauru
20953,government,2012,Algeria
20954,tvshow,2004,Andorra
20955,tvshow,2016,Belarus
20956,government,2023,Namibia
20957,politician,2023,Slovakia
20958,tvshow,2002,Russian Federation
20959,government,2018,Bosnia Herzegovina
20960,company,2018,Chile
20961,tvshow,2016,France
20962,government,2008,Norway
20963,tvshow,2022,Argentina
20964,politician,2015,Liberia
20965,company,2014,Macedonia
20966,government,2003,Indonesia
20967,company,2016,Albania
20968,company,2005,Tunisia
20969,government,2021,Albania
20970,government,2002,Bahrain
20971,tvshow,2023,Armenia
20972,government,2006,St Kitts & Nevis
20973,company,2005,Bahamas
20974,company,2003,Georgia
20975,government,2013,Denmark
20976,government,2019,Panama
20977,tvshow,2009,Dominica
20978,company,2003,Guinea-Bissau
20979,company,2017,Nicaragua
20980,politician,2008,Central African Rep
20981,government,2014,Guinea-Bissau
20982,company,2007,Rwanda
20983,government,2017,Kyrgyzstan
20984,tvshow,2013,Djibouti
20985,politician,2011,Honduras
20986,government,2008,Guatemala
20987,politician,2021,Benin
20988,government,2003,Oman
20989,government,2020,Russian Federation
20990,politician,2019,Azerbaijan
20991,government,2006,Iraq
20992,government,2006,Costa Rica
20993,politician,2007,United Kingdom
20994,company,2015,Serbia
20995,politician,2004,Korea North
20996,company,2004,Suriname
20997,politician,2002,Belize
20998,politician,2018,Spain
20999,tvshow,2007,Seychelles
21000,company,2005,Antigua & Deps
21001,tvshow,2012,Barbados
21002,government,2002,Guatemala
21003,government,2006,Georgia
21004,tvshow,2019,Suriname
21005,company,2009,Cambodia
21006,government,2022,Guinea-Bissau
21007,tvshow,2019,Equatorial Guinea
21008,company,2002,Honduras
21009,tvshow,2006,Paraguay
21010,company,2005,Kuwait
21011,tvshow,2018,Haiti
21012,politician,2007,Rwanda
21013,government,2016,Costa Rica
21014,tvshow,2005,Vanuatu
21015,politician,2004,Comoros
21016,government,2006,Egypt
21017,politician,2015,Cyprus
21018,government,2018,Burundi
21019,company,2003,Saint Vincent & the Grenadines
21020,tvshow,2003,Gabon
21021,politician,2006,Burundi
21022,politician,2006,Korea South
21023,government,2013,Algeria
21024,tvshow,2022,Jordan
21025,government,2010,Japan
21026,politician,2022,Mauritius
21027,government,2018,Iran
21028,company,2002,Belgium
21029,government,2012,Philippines
21030,politician,2014,Israel
21031,tvshow,2003,Bangladesh
21032,company,2023,Burkina
21033,government,2011,St Kitts & Nevis
21034,government,2006,Congo 
21035,politician,2008,Spain
21036,company,2011,Ethiopia
21037,government,2017,Benin
21038,politician,2008,San Marino
21039,government,2004,Zimbabwe
21040,company,2019,Cape Verde
21041,politician,2008,Brazil
21042,politician,2021,Oman
21043,politician,2018,India
21044,government,2020,Georgia
21045,politician,2009,Kenya
21046,politician,2015,Argentina
21047,company,2002,Tuvalu
21048,government,2013,Gambia
21049,politician,2020,Libya
21050,government,2014,Botswana
21051,government,2007,Cyprus
21052,company,2019,Bhutan
21053,company,2014,South Africa
21054,company,2007,Philippines
21055,government,2023,Guyana
21056,politician,2023,Ireland
21057,government,2003,Palau
21058,company,2013,Saint Vincent & the Grenadines
21059,politician,2012,Sierra Leone
21060,company,2008,Denmark
21061,company,2021,Tonga
21062,company,2022,Finland
21063,company,2005,United Kingdom
21064,company,2010,Mozambique
21065,government,2014,Canada
21066,politician,2018,Belarus
21067,government,2010,Liechtenstein
21068,government,2011,France
21069,tvshow,2009,Malta
21070,company,2002,Iran
21071,tvshow,2021,Equatorial Guinea
21072,company,2013,Germany
21073,company,2022,South Sudan
21074,politician,2003,El Salvador
21075,company,2007,New Zealand
21076,tvshow,2023,East Timor
21077,government,2010,Argentina
21078,politician,2013,Comoros
21079,government,2006,Mexico
21080,company,2006,Honduras
21081,tvshow,2005,Israel
21082,company,2016,Azerbaijan
21083,politician,2014,Belize
21084,politician,2017,Bangladesh
21085,government,2014,Vatican City
21086,company,2008,Romania
21087,tvshow,2015,Marshall Islands
21088,government,2016,Mauritius
21089,company,2007,Zimbabwe
21090,tvshow,2011,Vatican City
21091,company,2011,Laos
21092,politician,2018,Haiti
21093,government,2021,Chad
21094,government,2004,Liberia
21095,government,2008,Nicaragua
21096,government,2012,United Kingdom
21097,company,2008,St Lucia
21098,government,2003,Niger
21099,company,2007,Colombia
21100,tvshow,2018,Saudi Arabia
21101,company,2020,Haiti
21102,politician,2017,Croatia
21103,politician,2008,Lithuania
21104,government,2009,Angola
21105,company,2002,Suriname
21106,government,2006,Vanuatu
21107,politician,2013,Iceland
21108,government,2015,Greece
21109,tvshow,2016,Kenya
21110,politician,2017,Italy
21111,politician,2015,Saint Vincent & the Grenadines
21112,government,2006,Belgium
21113,politician,2006,Ghana
21114,company,2012,Russian Federation
21115,company,2021,Honduras
21116,politician,2002,Sierra Leone
21117,politician,2018,Finland
21118,company,2011,Serbia
21119,politician,2023,Japan
21120,government,2018,Korea South
21121,government,2022,Lebanon
21122,government,2009,Honduras
21123,politician,2004,Sweden
21124,tvshow,2015,Hungary
21125,tvshow,2013,Paraguay
21126,company,2021,Laos
21127,politician,2019,Colombia
21128,tvshow,2018,Korea North
21129,tvshow,2021,Greece
21130,company,2014,Philippines
21131,company,2004,Japan
21132,government,2009,Lithuania
21133,politician,2021,New Zealand
21134,government,2015,South Africa
21135,company,2014,Poland
21136,company,2020,El Salvador
21137,company,2017,Palau
21138,politician,2008,Oman
21139,company,2008,Azerbaijan
21140,government,2019,Azerbaijan
21141,company,2006,Nauru
21142,politician,2020,Burkina
21143,government,2003,Malta
21144,politician,2015,Canada
21145,government,2013,Bahrain
21146,company,2005,Myanmar
21147,company,2013,Cambodia
21148,politician,2011,Nigeria
21149,company,2003,Syria
21150,company,2013,Israel
21151,tvshow,2020,Indonesia
21152,company,2016,Uganda
21153,politician,2017,Sweden
21154,government,2006,India
21155,government,2002,Somalia
21156,company,2020,Cambodia
21157,government,2014,Monaco
21158,company,2020,Dominican Republic
21159,company,2015,Slovakia
21160,politician,2003,Congo 
21161,tvshow,2010,San Marino
21162,politician,2023,Comoros
21163,government,2011,Marshall Islands
21164,government,2011,Guatemala
21165,company,2008,Russian Federation
21166,politician,2008,Belgium
21167,government,2008,Solomon Islands
21168,government,2005,Turkmenistan
21169,tvshow,2012,Nicaragua
21170,company,2007,Iraq
21171,company,2013,Samoa
21172,politician,2017,Nepal
21173,politician,2017,Burkina
21174,politician,2020,Bangladesh
21175,tvshow,2007,Zambia
21176,politician,2009,Monaco
21177,company,2021,Suriname
21178,government,2006,Turkmenistan
21179,government,2021,Malta
21180,tvshow,2011,Armenia
21181,company,2021,Pakistan
21182,tvshow,2004,South Africa
21183,government,2003,New Zealand
21184,company,2007,Malawi
21185,politician,2013,Lesotho
21186,company,2003,East Timor
21187,tvshow,2021,Guatemala
21188,government,2022,Seychelles
21189,government,2004,Norway
21190,tvshow,2022,Egypt
21191,politician,2020,Brazil
21192,government,2012,Tuvalu
21193,politician,2019,Argentina
21194,government,2005,Romania
21195,company,2023,Finland
21196,government,2023,Maldives
21197,politician,2003,Ireland
21198,tvshow,2015,Guinea-Bissau
21199,company,2013,Rwanda
21200,tvshow,2003,Syria
21201,government,2003,Sudan
21202,company,2008,Madagascar
21203,company,2021,South Africa
21204,politician,2012,Kiribati
21205,politician,2022,St Lucia
21206,politician,2014,Mali
21207,tvshow,2008,Guyana
21208,government,2003,France
21209,politician,2008,Korea North
21210,government,2015,Swaziland
21211,government,2007,Panama
21212,government,2004,Uruguay
21213,government,2011,Vietnam
21214,company,2013,Barbados
21215,company,2018,Guinea
21216,government,2005,United Arab Emirates
21217,tvshow,2010,New Zealand
21218,government,2006,Poland
21219,tvshow,2017,Peru
21220,company,2010,China
21221,government,2019,Serbia
21222,tvshow,2023,Haiti
21223,politician,2017,Ethiopia
21224,government,2011,Malawi
21225,tvshow,2022,Mauritius
21226,politician,2013,Romania
21227,government,2007,Sweden
21228,tvshow,2020,Niger
21229,company,2012,Haiti
21230,government,2019,Liechtenstein
21231,government,2009,Estonia
21232,government,2021,Tanzania
21233,politician,2020,Brazil
21234,government,2009,Cyprus
21235,politician,2018,Serbia
21236,tvshow,2019,Cameroon
21237,tvshow,2023,Pakistan
21238,government,2019,Montenegro
21239,politician,2002,Georgia
21240,company,2020,Turkmenistan
21241,government,2004,Antigua & Deps
21242,government,2023,Namibia
21243,government,2006,Ethiopia
21244,company,2012,Germany
21245,company,2007,Angola
21246,government,2015,Sao Tome & Principe
21247,tvshow,2011,Saudi Arabia
21248,politician,2013,Brazil
21249,government,2022,Nigeria
21250,company,2007,Trinidad & Tobago
21251,government,2016,Finland
21252,company,2012,Portugal
21253,government,2020,East Timor
21254,government,2010,Botswana
21255,company,2002,Belize
21256,government,2015,South Africa
21257,company,2013,Zambia
21258,company,2011,Lesotho
21259,government,2002,Romania
21260,government,2013,Ecuador
21261,company,2018,Colombia
21262,politician,2002,Spain
21263,tvshow,2015,Ecuador
21264,politician,2006,Switzerland
21265,politician,2013,Kyrgyzstan
21266,company,2002,Turkmenistan
21267,company,2014,Luxembourg
21268,politician,2008,Canada
21269,company,2017,Grenada
21270,government,2004,Venezuela
21271,government,2007,Azerbaijan
21272,politician,2004,Antigua & Deps
21273,company,2004,Korea South
21274,tvshow,2003,Libya
21275,company,2018,Dominica
21276,company,2013,Bangladesh
21277,government,2007,Uruguay
21278,company,2004,Australia
21279,government,2011,Jamaica
21280,politician,2018,Thailand
21281,tvshow,2014,Kyrgyzstan
21282,government,2021,Russian Federation
21283,company,2014,Montenegro
21284,company,2021,Fiji
21285,tvshow,2012,Malaysia
21286,government,2021,Burkina
21287,company,2015,Haiti
21288,tvshow,2007,Russian Federation
21289,politician,2009,Kyrgyzstan
21290,politician,2012,Kenya
21291,politician,2013,Slovenia
21292,company,2022,Barbados
21293,government,2019,Jordan
21294,company,2017,Vatican City
21295,company,2018,Germany
21296,politician,2002,El Salvador
21297,tvshow,2021,Turkmenistan
21298,government,2006,Maldives
21299,company,2016,Philippines
21300,government,2015,East Timor
21301,tvshow,2016,Guinea-Bissau
21302,politician,2021,Afghanistan
21303,government,2012,Namibia
21304,company,2009,Malawi
21305,government,2004,Estonia
21306,government,2021,Georgia
21307,politician,2016,Turkmenistan
21308,government,2009,Costa Rica
21309,company,2009,Turkmenistan
21310,government,2023,Angola
21311,government,2023,Guatemala
21312,company,2007,Taiwan
21313,tvshow,2020,Australia
21314,government,2014,Haiti
21315,government,2021,Rwanda
21316,company,2002,Croatia
21317,company,2012,Japan
21318,government,2020,Germany
21319,politician,2015,Senegal
21320,company,2017,Saint Vincent & the Grenadines
21321,government,2004,Serbia
21322,politician,2015,Guinea
21323,government,2014,Chile
21324,tvshow,2010,Ireland
21325,politician,2008,Tanzania
21326,government,2023,Tunisia
21327,government,2015,Taiwan
21328,government,2014,Afghanistan
21329,company,2017,Ghana
21330,government,2014,Samoa
21331,tvshow,2008,Guinea-Bissau
21332,politician,2003,Algeria
21333,tvshow,2018,Qatar
21334,company,2003,Nigeria
21335,tvshow,2006,India
21336,company,2011,Albania
21337,company,2022,Portugal
21338,government,2006,Kazakhstan
21339,government,2020,Moldova
21340,company,2019,Nepal
21341,government,2007,St Lucia
21342,company,2004,Burundi
21343,politician,2002,Solomon Islands
21344,government,2009,Comoros
21345,politician,2005,Bulgaria
21346,company,2023,Malta
21347,company,2008,Costa Rica
21348,politician,2011,Brunei
21349,politician,2023,Paraguay
21350,company,2023,Papua New Guinea
21351,government,2014,Kiribati
21352,politician,2011,Nauru
21353,politician,2013,Antigua & Deps
21354,government,2023,Malaysia
21355,government,2017,Libya
21356,company,2019,Benin
21357,tvshow,2010,Slovenia
21358,company,2006,Mozambique
21359,government,2012,Poland
21360,company,2021,Indonesia
21361,politician,2006,Afghanistan
21362,government,2014,Mali
21363,tvshow,2013,Jordan
21364,tvshow,2016,Korea South
21365,tvshow,2007,Burundi
21366,tvshow,2012,Mauritius
21367,government,2005,Papua New Guinea
21368,politician,2021,Canada
21369,company,2022,Singapore
21370,government,2002,Croatia
21371,government,2019,Portugal
21372,company,2013,Morocco
21373,politician,2014,Iraq
21374,government,2006,Togo
21375,government,2021,Indonesia
21376,politician,2005,Armenia
21377,company,2016,Eritrea
21378,tvshow,2012,Libya
21379,company,2016,Zimbabwe
21380,company,2002,Lithuania
21381,government,2003,Malawi
21382,tvshow,2019,Ukraine
21383,company,2005,Canada
21384,government,2012,Brunei
21385,government,2005,Kenya
21386,tvshow,2022,Mauritania
21387,government,2008,Tunisia
21388,politician,2022,Papua New Guinea
21389,government,2010,Iraq
21390,tvshow,2018,Bahrain
21391,company,2016,Tonga
21392,politician,2022,Central African Rep
21393,government,2013,Finland
21394,company,2009,Jamaica
21395,tvshow,2003,Niger
21396,politician,2021,Kosovo
21397,tvshow,2019,Angola
21398,government,2010,Peru
21399,tvshow,2004,Samoa
21400,tvshow,2002,Nepal
21401,company,2012,Slovakia
21402,politician,2010,Iraq
21403,company,2023,St Kitts & Nevis
21404,politician,2005,Vatican City
21405,tvshow,2012,Uruguay
21406,government,2005,Chad
21407,company,2004,Saint Vincent & the Grenadines
21408,government,2016,Vietnam
21409,government,2018,Ethiopia
21410,company,2014,Chile
21411,company,2016,Burkina
21412,government,2020,Bolivia
21413,company,2007,Ecuador
21414,politician,2019,Korea North
21415,government,2020,Tanzania
21416,company,2007,Myanmar
21417,politician,2003,South Africa
21418,company,2006,Uganda
21419,politician,2016,Barbados
21420,government,2014,Maldives
21421,tvshow,2011,Colombia
21422,government,2009,Algeria
21423,government,2003,Ukraine
21424,company,2018,Cape Verde
21425,tvshow,2022,Sudan
21426,tvshow,2018,Guinea-Bissau
21427,government,2015,Bulgaria
21428,politician,2002,San Marino
21429,politician,2009,Luxembourg
21430,government,2013,Mongolia
21431,government,2005,Venezuela
21432,tvshow,2008,Maldives
21433,tvshow,2010,Benin
21434,politician,2005,Ecuador
21435,company,2015,Italy
21436,government,2017,Bolivia
21437,tvshow,2006,Oman
21438,politician,2021,Sweden
21439,government,2015,China
21440,company,2020,Spain
21441,politician,2023,Nigeria
21442,government,2015,Comoros
21443,government,2003,Haiti
21444,company,2018,Trinidad & Tobago
21445,politician,2008,South Africa
21446,politician,2017,Rwanda
21447,politician,2004,Oman
21448,politician,2004,Kiribati
21449,politician,2011,Mauritania
21450,government,2013,Senegal
21451,company,2009,Korea North
21452,company,2015,Chile
21453,government,2022,Honduras
21454,politician,2017,Peru
21455,government,2022,Iran
21456,government,2007,Venezuela
21457,government,2007,Guyana
21458,company,2017,Poland
21459,company,2018,Andorra
21460,politician,2007,Panama
21461,government,2021,Syria
21462,government,2008,Finland
21463,politician,2021,Thailand
21464,government,2003,Lesotho
21465,politician,2019,Monaco
21466,politician,2017,Switzerland
21467,politician,2015,Bahamas
21468,government,2002,Bulgaria
21469,company,2018,Zimbabwe
21470,tvshow,2002,Philippines
21471,company,2002,Rwanda
21472,government,2006,Turkey
21473,government,2002,Congo 
21474,government,2018,Nauru
21475,government,2017,Swaziland
21476,government,2010,Bangladesh
21477,tvshow,2008,Paraguay
21478,politician,2008,Bahamas
21479,tvshow,2008,Albania
21480,company,2007,France
21481,government,2023,Dominican Republic
21482,government,2015,Bulgaria
21483,tvshow,2018,Trinidad & Tobago
21484,government,2008,Italy
21485,company,2012,Syria
21486,government,2023,United States
21487,government,2008,Eritrea
21488,government,2003,United States
21489,tvshow,2021,Ireland
21490,politician,2020,Equatorial Guinea
21491,politician,2006,Singapore
21492,politician,2013,Belgium
21493,government,2002,Ethiopia
21494,company,2018,Uganda
21495,politician,2018,Cambodia
21496,government,2016,Malawi
21497,politician,2003,Thailand
21498,politician,2019,Azerbaijan
21499,company,2003,Antigua & Deps
21500,politician,2004,Israel
21501,company,2021,Comoros
21502,company,2020,Mauritius
21503,politician,2006,Barbados
21504,politician,2006,Dominica
21505,company,2016,Portugal
21506,government,2019,Djibouti
21507,company,2004,South Sudan
21508,government,2003,Uzbekistan
21509,government,2007,Kosovo
21510,politician,2015,Morocco
21511,company,2011,Austria
21512,government,2007,Nauru
21513,tvshow,2005,Libya
21514,tvshow,2020,Israel
21515,government,2013,Central African Rep
21516,government,2023,Singapore
21517,politician,2018,Burkina
21518,politician,2007,Nepal
21519,company,2014,Sao Tome & Principe
21520,tvshow,2014,Guatemala
21521,politician,2015,Philippines
21522,government,2002,Israel
21523,politician,2009,Canada
21524,government,2011,Cyprus
21525,tvshow,2017,Italy
21526,politician,2002,Papua New Guinea
21527,government,2023,Belgium
21528,politician,2023,Nepal
21529,tvshow,2018,Lesotho
21530,government,2014,Dominica
21531,politician,2012,Korea South
21532,tvshow,2022,Benin
21533,government,2011,Macedonia
21534,politician,2004,Albania
21535,politician,2015,Yemen
21536,government,2012,Kosovo
21537,company,2014,Tajikistan
21538,politician,2022,Tajikistan
21539,company,2002,Austria
21540,politician,2006,Laos
21541,politician,2009,Afghanistan
21542,politician,2011,Niger
21543,government,2014,Kuwait
21544,politician,2005,Barbados
21545,government,2019,Kuwait
21546,politician,2006,Honduras
21547,government,2006,Sri Lanka
21548,government,2004,Romania
